Sr. No.,Company name,ISIN,BSE Symbol,BSE avg,NSE Symbol,NSE avg,MSE Symbol,MSE,Avg,"Categorization",,
3464,RAINBOW DENIM LTD.,INE820D01025,RAINBOWD, 7.77 ,,,,, 7.77 ,Small Cap,,
3465,BHARATIYA GLOBAL INFOMEDIA LIMITED,INE224M01013,BGLOBAL, 7.81 ,BGLOBAL, 7.72 ,,, 7.77 ,Small Cap,,
3466,OASIS SECURITIES LIMITED,INE876A01015,OASISEC, 7.76 ,,,,, 7.76 ,Small Cap,,
3467,VMV HOLIDAYS LIMITED,INE451S01019,VMV, 7.76 ,,,,, 7.76 ,Small Cap,,
3468,KAVITA FABRICS LIMITED.,INE149O01018,KFL, 7.73 ,,,,, 7.73 ,Small Cap,,
3469,RAJASTHAN TUBE MFG. CO,INE497E01012,RAJTUBE, 7.72 ,,,,, 7.72 ,Small Cap,,
3470,SOUTH EAST AGRO INDUSTRIES LTD.,NA          ,SEASTAG, 7.72 ,,,,, 7.72 ,Small Cap,,
3471,ITL FINLEASE & SECURITIES LIMITED,INE767V01012,,,,,ITLFIN, 7.71 , 7.71 ,Small Cap,,
3472,SECUNDERABAD HEALTH CARE LTD.,INE930C01016,SECHE, 7.71 ,,,,, 7.71 ,Small Cap,,
3473,ROSELABS LIMITED,INE479C01014,RLL, 7.70 ,,,,, 7.70 ,Small Cap,,
3474,INFRONICS SYSTEMS LIMITED,INE463B01036,INFRONICS, 7.69 ,,,,, 7.69 ,Small Cap,,
3475,"VAPI PAPER MILLS LTD.,",INE464D01014,VAPIPPR, 7.68 ,,,,, 7.68 ,Small Cap,,
3476,RUCHI STRIPS & ALLOYS LTD.,INE611C01012,RUCHISTR, 7.65 ,,,,, 7.65 ,Small Cap,,
3477,DR. M INDUSCORP LIMITED,INE733B01016,,,,,DRMIND, 7.63 , 7.63 ,Small Cap,,
3478,MOONGIPA SECURITIES LTD.,INE618R01015,MOONGIPASEC, 7.63 ,,,,, 7.63 ,Small Cap,,
3479,NARENDRA PROPERTIES LTD.,INE603F01012,NARPROP, 7.61 ,,,,, 7.61 ,Small Cap,,
3480,"INDTRADECO LTD.,",INE853B01020,INTRA, 7.60 ,,,,, 7.60 ,Small Cap,,
3481,TIRUPATI INDUSTRIES (INDIA) LTD,INE329E01017,TIRIN, 7.60 ,,,,, 7.60 ,Small Cap,,
3482,ODYSSEY CORPORATION LTD.,INE839E01023,ODYCORP, 7.60 ,,,,, 7.60 ,Small Cap,,
3483,LCC INFOTECH LTD.,INE938A01021,LCCINFOTEC, 7.60 ,,,,, 7.60 ,Small Cap,,
3484,SPRAYKING AGRO EQUIPMENT LIMITED,INE537U01011,SPRAYKING, 7.60 ,,,,, 7.60 ,Small Cap,,
3485,VISCO TRADE ASSOCIATES LTD,INE890S01018,VISCO, 7.60 ,,,,, 7.60 ,Small Cap,,
3486,HOWARD HOTELS LIMITED,INE931B01016,HOWARHO, 7.58 ,,,,, 7.58 ,Small Cap,,
3487,OSWAL MINERALS LIMITED,INE469B01017,,,,,OSWALMIN, 7.55 , 7.55 ,Small Cap,,
3488,CUBICAL FINANCIAL SERVICES LTD.,INE717D01023,CUBIFIN, 7.54 ,,,,, 7.54 ,Small Cap,,
3489,ANG INDUSTRIES LIMITED,INE017D01010,ANGAUTO, 7.55 ,ANGIND, 7.51 ,,, 7.53 ,Small Cap,,
3490,HISAR SPINNING MILLS LTD,INE689E01014,HISARSP, 7.52 ,,,,, 7.52 ,Small Cap,,
3491,NETLINK SOLUTIONS (INDIA) LTD.,INE040F01033,NETLINK, 7.49 ,,,,, 7.49 ,Small Cap,,
3492,MURLI INDUSTRIES LTD.,INE806B01028,MURLIIND, 7.49 ,,,,, 7.49 ,Small Cap,,
3493,ABHINAV LEASING & FINANCE LIMITED,INE211D01027,ALFL, 7.48 ,,,,, 7.48 ,Small Cap,,
3494,BANGALORE FORT FARMS LIMITED,INE578R01011,BFFL, 7.46 ,,,,, 7.46 ,Small Cap,,
3495,ENVAIR ELECTRODYNE LTD.,INE601C01013,ENVAIREL, 7.43 ,,,,, 7.43 ,Small Cap,,
3496,GLITTEK GRANITES LTD.,INE741B01027,GLITTEKG, 7.43 ,,,,, 7.43 ,Small Cap,,
3497,ROYAL CUSHION VINYL PRODUCTS LTD.,INE618A01011,ROYALCU, 7.43 ,,,,, 7.43 ,Small Cap,,
3498,UNITECH INTERNATIONAL LTD,INE929K01011,UNITINT, 7.43 ,,,,, 7.43 ,Small Cap,,
3499,HELPAGE FINLEASE LTD.,INE738P01015,HELPAGE, 7.41 ,,,,, 7.41 ,Small Cap,,
3500,ACCURATE TRANSFORMERS LTD.,INE243C01014,ACCURATE, 7.40 ,,,,, 7.40 ,Small Cap,,
3501,OMNITEX INDUSTRIES (INDIA) LTD.,INE814D01010,OMNITEX, 7.37 ,,,,, 7.37 ,Small Cap,,
3502,MFL INDIA LTD,INE244C01020,MYFAIR, 7.37 ,,,,, 7.37 ,Small Cap,,
3503,SHRI RAJIVLOCHAN OIL EXTRACTION LTD,INE418K01015,SHRAJOI, 7.35 ,,,,, 7.35 ,Small Cap,,
3504,GOGIA CAPITAL SERVICES LIMITED,INE832C01014,GOGIACAP, 7.34 ,,,,, 7.34 ,Small Cap,,
3505,ESSAR SECURITIES LIMITED,INE143K01019,ESSARSEC, 7.34 ,,,,, 7.34 ,Small Cap,,
3506,BOSTON LEASING AND FINANCE LTD.,INE962P01011,BLFL, 7.34 ,,,,, 7.34 ,Small Cap,,
3507,"RATHI STEEL & POWER LTD,",INE336C01016,RATHIST, 7.32 ,,,,, 7.32 ,Small Cap,,
3508,DJS STOCK & SHARES LTD.,INE234E01027,DJSSS, 7.32 ,,,,, 7.32 ,Small Cap,,
3509,MRC EXIM LIMITED,INE333Y01017,MRCEXIM, 7.32 ,,,,, 7.32 ,Small Cap,,
3510,VERTICAL INDUSTRIES LIMITED,INE247Q01015,VERTICLIND, 7.28 ,,,,, 7.28 ,Small Cap,,
3511,SRI NANDAA SPINNERS LIMITED,INE836E01011,SRINANDAA, 7.28 ,,,,, 7.28 ,Small Cap,,
3512,GEMSTONE INVESTMENTS LTD.,INE503D01027,GEMSI, 7.28 ,,,,, 7.28 ,Small Cap,,
3513,LORENZINI APPARELS LIMITED,INE740X01015,LAL, 7.23 ,,,,, 7.23 ,Small Cap,,
3514,NARBADA GEMS AND JEWELLERY LIMITED,INE540C01021,NARBADA, 7.19 ,,,,, 7.19 ,Small Cap,,
3515,SAMYAK INTERNATIONAL LIMITED,INE607G01011,SAMAYAKINT, 7.19 ,,,,, 7.19 ,Small Cap,,
3516,INTERWORLD DIGITAL LTD.,INE177D01020,INTERDIGI, 7.18 ,,,,, 7.18 ,Small Cap,,
3517,PROVESTMENT SERVICES LIMITED,INE438C01010,PROVESTSER, 7.16 ,,,,, 7.16 ,Small Cap,,
3518,SHAH FOODS LTD,INE455D01012,SHAHFOOD, 7.15 ,,,,, 7.15 ,Small Cap,,
3519,TWILIGHT LITAKA PHARMA LIMITED,INE783B01029,TWILITAKA, 7.14 ,,,,, 7.14 ,Small Cap,,
3520,PADMALAYA TELEFILMS LTD.,INE243B01016,PADMALAYAT, 7.13 ,,,,, 7.13 ,Small Cap,,
3521,HASTI FINANCE LTD.,INE671D01014,HASTIFIN, 7.11 ,,,,, 7.11 ,Small Cap,,
3522,BOSTON TEKNOWSYS (INDIA) LIMITED,INE777E01017,BOSTONTEK, 7.11 ,,,,, 7.11 ,Small Cap,,
3523,INLAND PRINTERS LTD.,INE055O01025,INLANPR, 7.10 ,,,,, 7.10 ,Small Cap,,
3524,RAP MEDIA LTD.,INE483D01014,RAP, 7.09 ,,,,, 7.09 ,Small Cap,,
3525,"KARTIK INVESTMENTS TRUST LTD.,",INE524U01019,KARTKIN, 7.08 ,,,,, 7.08 ,Small Cap,,
3526,SRI NACHAMMAI COTTON MILLS LTD.,INE443E01016,SRINACHA, 7.07 ,,,,, 7.07 ,Small Cap,,
3527,REAL STRIPS LTD.,INE183B01014,REALSTR, 7.06 ,,,,, 7.06 ,Small Cap,,
3528,EMGEE CABLES & COMMUNICATIONS LTD.,INE128F01010,EMGEECA, 7.06 ,,,,, 7.06 ,Small Cap,,
3529,SOFCOM SYSTEMS LIMITED,INE499Q01012,SOFCOM, 7.06 ,,,,, 7.06 ,Small Cap,,
3530,"ASIAN ELECTRONICS LTD.,",INE441A01026,ASIANELEC, 7.05 ,,,,, 7.05 ,Small Cap,,
3531,AKM LACE AND EMBROTEX LIMITED,INE777X01017,AKM, 7.05 ,,,,, 7.05 ,Small Cap,,
3532,ARTECH POWER & TRADING LIMITED,INE421N01021,APTL, 7.04 ,,,,, 7.04 ,Small Cap,,
3533,SRI AMARNATH FINANCE LIMITED,INE985Q01010,AMARNATH, 7.04 ,,,,, 7.04 ,Small Cap,,
3534,JYOTI POLY-VINYL LTD.,NA          ,JYOTPOL, 7.02 ,,,,, 7.02 ,Small Cap,,
3535,SERVALAKSHMI PAPER LIMITED,INE431L01016,SERVALL, 7.00 ,,,,, 7.00 ,Small Cap,,
3536,AGIO PAPER & INDUSTRIES LIMITED,INE112C01011,AGIOPAPER, 6.97 ,,,,, 6.97 ,Small Cap,,
3537,TAMILNADU JAIBHARAT MILLS LTD,INE868H01017,TAMJAIM, 6.97 ,,,,, 6.97 ,Small Cap,,
3538,SPISYS LIMITED,INE805E01016,SPISYS, 6.97 ,,,,, 6.97 ,Small Cap,,
3539,PAE LTD.,INE766A01018,PAEL, 7.90 ,PAEL, 6.01 ,,, 6.96 ,Small Cap,,
3540,SHRI MAHALAXMI AGRICULTURAL DEVELOPMENT LIMITED,INE317G01025,SMADL, 6.95 ,,,,, 6.95 ,Small Cap,,
3541,SPARTEK CERAMICS INDIA LTD.,INE645A01014,SPACI, 6.94 ,,,,, 6.94 ,Small Cap,,
3542,GOWRA LEASING & FINANCE LTD.,INE225G01012,GOWRALE, 6.92 ,,,,, 6.92 ,Small Cap,,
3543,EDYNAMICS SOLUTIONS LIMITED,INE899O01018,EDSL, 6.92 ,,,,, 6.92 ,Small Cap,,
3544,NALIN LEASE FINANCE LTD.,INE606C01012,NALINLEA, 6.91 ,,,,, 6.91 ,Small Cap,,
3545,SENBO INDUSTRIES LTD.,INE792C01010,SENBO, 6.90 ,,,,, 6.90 ,Small Cap,,
3546,MARGO FINANCE LIMITED,INE680B01019,MARGOFIN, 6.89 ,,,,, 6.89 ,Small Cap,,
3547,INTERACT LEASING & FINANCE LIMITED,INE838S01017,,,,,INTERACT, 6.89 , 6.89 ,Small Cap,,
3548,SCHABLONA INDIA LTD,INE024C01026,SCHABLON, 6.88 ,,,,, 6.88 ,Small Cap,,
3549,ADHARSHILA CAPITAL SERVICES LIMITED,INE269F01012,ADHARSHILA, 6.88 ,,,,, 6.88 ,Small Cap,,
3550,MAVI INDUSTRIES LIMITED,INE073A01019,KRISNAFI, 6.87 ,,,,, 6.87 ,Small Cap,,
3551,AMBICA AGARBATHIES & AROMA IND. LTD.,INE792B01012,AMBICAAGAR, 6.87 ,,,,, 6.87 ,Small Cap,,
3552,CONCRETE CREDIT LIMITED,INE719G01014,CONCRETE, 6.87 ,,,,, 6.87 ,Small Cap,,
3553,UNIWORTH TEXTILES LTD.,INE486C01019,UNIWORTHT, 6.85 ,,,,, 6.85 ,Small Cap,,
3554,"LINKHOUSE INDUSTRIES LTD.,",INE080C01028,LINKH, 6.84 ,,,,, 6.84 ,Small Cap,,
3555,SEA GOLD AQUA FARMS LTD.,INE428P01013,SEAGOLD, 6.81 ,,,,, 6.81 ,Small Cap,,
3556,GOLECHHA GLOBAL FINANCE LTD.,INE427D01011,GOLECHA, 6.81 ,,,,, 6.81 ,Small Cap,,
3557,PARMAX PHARMA LIMITED,INE240T01014,PARMAX, 6.81 ,,,,, 6.81 ,Small Cap,,
3558,ORACLE CREDIT LIMITED,INE727C01016,ORACLECR, 6.78 ,,,,, 6.78 ,Small Cap,,
3559,GENESIS IBRC INDIA LIMITED,INE194N01016,GENESIS, 6.77 ,,,,, 6.77 ,Small Cap,,
3560,GANDHINAGAR HOTELS LTD.,INE853H01019,GANDHHO, 6.76 ,,,,, 6.76 ,Small Cap,,
3561,"MALABAR TRADING CO. LTD.,",INE438D01018,MALTC, 6.75 ,,,,, 6.75 ,Small Cap,,
3562,BHARAT BHUSHAN SHARE & COMMODITY BROKERS LTD.,INE900A01013,BHARAT, 6.75 ,,,,, 6.75 ,Small Cap,,
3563,OJSWI TRADES INVESTMENT AND FINANCE LIMITED,INE411E01013,,,,,OJSWI, 6.75 , 6.75 ,Small Cap,,
3564,SRI LAKSHMI SARASWATHI TEXTILES (AR,INE456D01010,SLSTL, 6.74 ,,,,, 6.74 ,Small Cap,,
3565,DIVYA JYOTI INDUSTRIES LTD.,INE666B01018,DIVYAJY, 6.74 ,,,,, 6.74 ,Small Cap,,
3566,PFL INFOTECH LTD.,INE600F01018,PFLINFOTC, 6.74 ,,,,, 6.74 ,Small Cap,,
3567,SUPERTEX INDUSTRIES LTD,INE881B01054,SUPERTEX, 6.73 ,,,,, 6.73 ,Small Cap,,
3568,NUWAY ORGANIC NATURALS (INDIA) LTD.,INE414L01012,NUWAY, 6.72 ,,,,, 6.72 ,Small Cap,,
3569,KRA LEASING LIMITED,INE300F01015,,,,,KRALEASING, 6.71 , 6.71 ,Small Cap,,
3570,KUWER INDUSTRIES LTD.,INE430F01010,KUWERIN, 6.68 ,,,,, 6.68 ,Small Cap,,
3571,JAIN STUDIOS LTD.,INE486B01011,JAINSTUDIO, 9.69 ,JAINSTUDIO, 3.66 ,,, 6.67 ,Small Cap,,
3572,MEHTA INTEGRATED FINANCE LTD.,INE240B01012,MEHIF, 6.67 ,,,,, 6.67 ,Small Cap,,
3573,SUN SOURCE (INDIA) LTD.,INE320F01013,SUNSOUI, 6.67 ,,,,, 6.67 ,Small Cap,,
3574,GLOBAL KNITFAB LTD.,NA          ,GLOKNIT, 6.66 ,,,,, 6.66 ,Small Cap,,
3575,ACE MEN ENGG WORKS LIMITED,INE023R01018,ACEMEN, 6.66 ,,,,, 6.66 ,Small Cap,,
3576,KANEL INDUSTRIES LIMITED,INE252C01015,KANELIND, 6.65 ,,,,, 6.65 ,Small Cap,,
3577,SAIANAND COMMERCIAL LIMITED,INE092G01016,SAICOM, 6.65 ,,,,, 6.65 ,Small Cap,,
3578,PARAB INFRA LIMITED,INE713M01023,PARINFRA, 6.63 ,,,,, 6.63 ,Small Cap,,
3579,BHILWARA SPINNERS LTD,INE436C01014,BHILSPIN, 6.63 ,,,,, 6.63 ,Small Cap,,
3580,FINE-LINE CIRCUITS LTD.,INE087E01011,FINELINE, 6.63 ,,,,, 6.63 ,Small Cap,,
3581,TITAANIUM TEN ENTERPRISE LIMITED,INE120V01014,TITAANIUM, 6.63 ,,,,, 6.63 ,Small Cap,,
3582,B&B REALTY LIMITED,INE314E01019,BBREALTY, 6.62 ,,,,, 6.62 ,Small Cap,,
3583,PHOTON CAPITAL ADVISORS LTD,INE107J01016,PHOTON, 6.62 ,,,,, 6.62 ,Small Cap,,
3584,BAMPSL SECURITIES LTD.,INE802A01037,BAMPSL, 6.62 ,,,,, 6.62 ,Small Cap,,
3585,TAAZA INTERNATIONAL LIMITED,INE392H01018,TAAZAINT, 6.62 ,,,,, 6.62 ,Small Cap,,
3586,TULASEE BIO-ETHANOL LTD.,INE276N01011,TULASEEBIOE, 6.61 ,,,,, 6.61 ,Small Cap,,
3587,SOUTHERN ISPAT AND ENERGY LTD,INE943B01029,SOUISPAT, 6.61 ,,,,, 6.61 ,Small Cap,,
3588,RAJ IRRIGATION PIPES & FITTINGS LTD,INE649D01010,RAIPF, 6.59 ,,,,, 6.59 ,Small Cap,,
3589,ONESOURCE IDEAS VENTURE LIMITED,INE125F01024,OIVL, 6.57 ,,,,, 6.57 ,Small Cap,,
3590,"EXCEL GLASSES LTD.,",INE664C01029,XCLGLASS, 6.56 ,,,,, 6.56 ,Small Cap,,
3591,STERLING GREEN  WOODS  LIMITED,INE398F01019,STERENT, 6.55 ,,,,, 6.55 ,Small Cap,,
3592,AMIT INTERNATIONAL LTD.,INE053D01015,AMITINT, 6.54 ,,,,, 6.54 ,Small Cap,,
3593,N.D.METAL INDUSTRIES LTD,INE643D01013,NDMETAL, 6.53 ,,,,, 6.53 ,Small Cap,,
3594,ELDER PROJECTS LIMITED,INE975E01017,ELDERPG, 6.51 ,,,,, 6.51 ,Small Cap,,
3595,TUNI TEXTILE MILLS LTD.,INE560D01027,TUNITEX, 6.50 ,,,,, 6.50 ,Small Cap,,
3596,ACROPETAL TECHNOLOGIES LIMITED,INE055L01013,ACROPETAL, 6.49 ,,,,, 6.49 ,Small Cap,,
3597,"BOMBAY WIRE ROPES LTD.,",INE089T01023,BOMBWIR, 6.48 ,,,,, 6.48 ,Small Cap,,
3598,BERYL DRUGS LTD.,INE415H01017,BERLDRG, 6.48 ,,,,, 6.48 ,Small Cap,,
3599,RCL FOODS LIMITED,INE008F01014,RCLFOODS, 6.48 ,,,,, 6.48 ,Small Cap,,
3600,COLINZ LABORATORIES LTD.,INE923C01011,COLINZ, 6.47 ,,,,, 6.47 ,Small Cap,,
3601,TRIMURTHI LIMITED,INE314I01036,TRIMURTHI, 6.47 ,,,,, 6.47 ,Small Cap,,
3602,AMSONS APPARELS LIMITED,INE812P01018,AMSONS, 6.45 ,,,,, 6.45 ,Small Cap,,
3603,PITHAMPUR POLY PRODUCTS LTD.,INE747D01012,PITHP, 6.44 ,,,,, 6.44 ,Small Cap,,
3604,TELECANOR GLOBAL LIMITED,INE381G01013,TELECANOR, 6.43 ,,,,, 6.43 ,Small Cap,,
3605,NAGARJUNA AGRITECH LTD.,INE793H01017,NAGTECH, 6.43 ,,,,, 6.43 ,Small Cap,,
3606,"ESSAR INVESTMENTS LTD.,",NA          ,ESSRINV, 6.42 ,,,,, 6.42 ,Small Cap,,
3607,PERFECT-OCTAVE MEDIA PROJECTS LTD,INE814L01013,OCTAVE, 6.41 ,,,,, 6.41 ,Small Cap,,
3608,EPIC ENERGY LTD.,INE932F01015,FISCAL, 6.39 ,,,,, 6.39 ,Small Cap,,
3609,TATIA GLOBAL VENNTURE LIMITED,INE083G01031,TATILAGLOB, 6.38 ,,,,, 6.38 ,Small Cap,,
3610,SHABA CHEMICALS LTD.,NA          ,SHABCHM, 6.38 ,,,,, 6.38 ,Small Cap,,
3611,GARWARE SYNTHETICS LTD.,INE340D01016,GARWSYN, 6.37 ,,,,, 6.37 ,Small Cap,,
3612,VISTAR AMAR LIMITED,INE878P01019,VISTARAMAR, 6.36 ,,,,, 6.36 ,Small Cap,,
3613,"SYNTHIKO FOILS LTD.,",INE363L01029,SYNTHFO, 6.31 ,,,,, 6.31 ,Small Cap,,
3614,DYNAMIC ARCHISTRUCTURES LIMITED,INE874E01012,DAL, 6.26 ,,,,, 6.26 ,Small Cap,,
3615,KHATOR FIBRE & FABRICS LTD.,INE964G01016,KHTRFIB, 6.25 ,,,,, 6.25 ,Small Cap,,
3616,M. K. EXIM (INDIA) LTD.,INE227F01010,MKEXIM, 6.25 ,,,,, 6.25 ,Small Cap,,
3617,"POLYTEX INDIA LTD.,",INE012F01016,ZPLYTEXP, 6.23 ,,,,, 6.23 ,Small Cap,,
3618,"HINDUSTAN EVEREST TOOLS LTD.,",INE598D01019,HINDEVER, 6.22 ,,,,, 6.22 ,Small Cap,,
3619,BHAGWANDAS METALS LTD.,INE656B01019,BHAGWNME, 6.21 ,,,,, 6.21 ,Small Cap,,
3620,OSIAJEE TEXFAB LIMITED,INE186R01013,OSIAJEE, 6.21 ,,,,, 6.21 ,Small Cap,,
3621,SHRADHA INDUSTRIES LIMITED,INE489B01015,,,,,SHRADHAIND, 6.20 , 6.20 ,Small Cap,,
3622,OCTAL CREDIT CAPITAL LTD.,INE513C01010,OCTAL, 6.20 ,,,,, 6.20 ,Small Cap,,
3623,"PET PLASTICS LTD.,",INE704F01018,PETPLST, 6.18 ,,,,, 6.18 ,Small Cap,,
3624,"MULTIPLUS HOLDINGS LTD.,",INE886E01016,MULTIIN, 6.17 ,,,,, 6.17 ,Small Cap,,
3625,SOVEREIGN DIAMONDS LTD,INE959D01013,SOVERDIA, 6.17 ,,,,, 6.17 ,Small Cap,,
3626,FRONTLINE CORPORATION LIMITED,INE092D01013,FRONTLTR, 6.13 ,,,,, 6.13 ,Small Cap,,
3627,INDO COTSPIN LIMITED,INE407P01017,ICL, 6.13 ,,,,, 6.13 ,Small Cap,,
3628,LONGVIEW TEA COMPANY LTD.,INE696E01019,LONTE, 6.12 ,,,,, 6.12 ,Small Cap,,
3629,LWS KNITWEAR LTD,INE281M01013,LWSKNIT, 6.12 ,,,,, 6.12 ,Small Cap,,
3630,"WEIZMANN FINCORP LTD.,",INE407F01018,WEIZFIN, 6.10 ,,,,, 6.10 ,Small Cap,,
3631,MARG PROJECTS AND INFRASTRUCTURE LIMITED,INE942E01017,MARHOFI, 6.10 ,,,,, 6.10 ,Small Cap,,
3632,OVERSEAS SYNTHETICS LTD.,INE670O01013,OBRSESY, 6.10 ,,,,, 6.10 ,Small Cap,,
3633,TROMBO EXTRACTIONS LIMITED,INE850O01011,TROMBOEXT, 6.10 ,,,,, 6.10 ,Small Cap,,
3634,TRICOM INDIA LTD.,INE771B01032,TRICOM, 6.10 ,,,,, 6.10 ,Small Cap,,
3635,RUBY CABLES LIMITED,INE812T01010,RUBY, 6.10 ,,,,, 6.10 ,Small Cap,,
3636,AMRADEEP INDUSTRIES LTD.,INE673C01020,AMARDEE, 6.07 ,,,,, 6.07 ,Small Cap,,
3637,ASPIRA PATHLAB & DIAGNOSTICS LIMITED,INE500C01017,ASPIRA, 6.06 ,,,,, 6.06 ,Small Cap,,
3638,TULSI EXTRUSIONS LIMITED,INE474I01012,TULSI, 6.11 ,TULSI, 6.00 ,,, 6.05 ,Small Cap,,
3639,"DECCAN BEARINGS LTD.,",INE498D01012,DECANBRG, 6.05 ,,,,, 6.05 ,Small Cap,,
3640,MAFATLAL LUBRICANTS LTD.,INE521D01011,MAFLU, 6.05 ,,,,, 6.05 ,Small Cap,,
3641,SKYLINE VENTURES INDIA  LIMITED,INE055Q01012,SKILVEN, 6.05 ,,,,, 6.05 ,Small Cap,,
3642,MH MILLS & INDUSTRIES LTD,INE698F01020,MHMLIND, 6.04 ,,,,, 6.04 ,Small Cap,,
3643,BIJOY HANS LTD,NA          ,BIJHANS, 6.02 ,,,,, 6.02 ,Small Cap,,
3644,GCV SERVICES LIMITED,INE236B01036,GUJCV, 6.02 ,,,,, 6.02 ,Small Cap,,
3645,UNITED LEASING & INDUSTRIES LTD,INE357P01014,UNTTEMI, 6.01 ,,,,, 6.01 ,Small Cap,,
3646,MILESTONE GLOBAL LIMITED,INE151H01018,SANGRAN, 6.00 ,,,,, 6.00 ,Small Cap,,
3647,JAYATMA SPINNERS LIMITED,INE246D01015,JAYATMA, 6.00 ,,,,, 6.00 ,Small Cap,,
3648,MARG TECHNO PROJECTS LIMITED,INE245H01018,,,,,MTPL, 6.00 , 6.00 ,Small Cap,,
3649,SILVER OAK (INDIA) LTD.,INE870J01019,SILVOAK, 5.98 ,,,,, 5.98 ,Small Cap,,
3650,DARJEELING ROPEWAY COMPANY LIMITED,INE830S01014,DARJEELING, 5.98 ,,,,, 5.98 ,Small Cap,,
3651,INTERCONTINENTAL LEASING AND FINANCE COMPANY LIMITED,INE858Q01019,ICLF, 5.98 ,,,,, 5.98 ,Small Cap,,
3652,RAGHUNATH TOBACCO CO. LTD.,INE754B01012,RAGHUTOB, 5.97 ,,,,, 5.97 ,Small Cap,,
3653,TOKYO FINANCE LTD.,INE546D01018,TOKYOFIN, 5.97 ,,,,, 5.97 ,Small Cap,,
3654,SEASONS FURNISHINGS LTD.,INE454D01015,SEASONF, 5.95 ,,,,, 5.95 ,Small Cap,,
3655,CITYMAN LIMITED,INE117C01010,CITYMAN, 5.94 ,,,,, 5.94 ,Small Cap,,
3656,INDIAN EXTRACTIONS LTD.,INE056E01016,INDXTRA, 5.94 ,,,,, 5.94 ,Small Cap,,
3657,UNIQUE ORGANICS LTD.,INE333E01019,UNIQUEO, 5.94 ,,,,, 5.94 ,Small Cap,,
3658,PANKAJ POLYMERS LTD.,INE698B01011,PANKAJPO, 5.94 ,,,,, 5.94 ,Small Cap,,
3659,EURO MULTIVISION LIMITED,INE063J01011,EUROMULTI, 5.95 ,EUROMULTI, 5.92 ,,, 5.93 ,Small Cap,,
3660,"SPECIALITY PAPERS LTD.,",INE260F01011,SPECIAPP, 5.93 ,,,,, 5.93 ,Small Cap,,
3661,MINDVISION CAPITAL LTD,INE259E01032,KAILASHF, 5.93 ,,,,, 5.93 ,Small Cap,,
3662,IKAB SECURITIES & INVESTMENT LTD.,INE874A01010,IKAB, 5.92 ,,,,, 5.92 ,Small Cap,,
3663,ISHITA DRUGS & INDUSTRIES LTD.,INE806D01016,ISHITADR, 5.92 ,,,,, 5.92 ,Small Cap,,
3664,RAMPUR FERTILIZERS LIMITED,INE671X01012,,,,,RAMPURFERT, 5.91 , 5.91 ,Small Cap,,
3665,STERLING GUARANTEE & FIN. LTD,INE668Y01016,STRLGUA, 5.91 ,,,,, 5.91 ,Small Cap,,
3666,ASIANLAKTO INDUSTRIES LIMITED,INE771U01016,,,,,ASIANLAKTO, 5.90 , 5.90 ,Small Cap,,
3667,SHARMA EAST INDIA HOSPITALS AND RES,INE465H01012,SHARMEH, 5.90 ,,,,, 5.90 ,Small Cap,,
3668,SHREE GANESH JEWELLERY HOUSE (I) LIMITED,INE553K01019,SGJHL, 5.90 ,,,,, 5.90 ,Small Cap,,
3669,"BALAJI INDUSTRIAL CORPORATION LTD.,",INE455A01018,BALAJIIND, 5.89 ,,,,, 5.89 ,Small Cap,,
3670,B. NANJI ENTEPRISES LTD.,INE735G01010,BNANJEN, 5.87 ,,,,, 5.87 ,Small Cap,,
3671,GALADA FINANCE LIMITED,INE243E01010,GALADAFIN, 5.85 ,,,,, 5.85 ,Small Cap,,
3672,N.R.INTERNATIONAL LIMITED,INE605F01017,NRINTER, 5.84 ,,,,, 5.84 ,Small Cap,,
3673,SMITHS & FOUNDERS (INDIA) LIMITED,INE728B01032,SMFIL, 5.83 ,,,,, 5.83 ,Small Cap,,
3674,PARKER AGRO CHEM EXPORT LTD.,INE750B01010,PARKERAC, 5.82 ,,,,, 5.82 ,Small Cap,,
3675,ESHA MEDIA RESEARCH LIMITED,INE328F01016,ESHAMEDIA, 5.82 ,,,,, 5.82 ,Small Cap,,
3676,NEW LIGHT APPARELS LIMTED,INE835U01019,NEWLIGHT, 5.82 ,,,,, 5.82 ,Small Cap,,
3677,"SAMTEL COLOUR LTD.,",INE381A01016,SAMTEL, 5.95 ,SAMTEL, 5.65 ,,, 5.80 ,Small Cap,,
3678,MAHAAN FOODS LTD.,INE734D01010,MAHAANF, 5.79 ,,,,, 5.79 ,Small Cap,,
3679,S.S.ORGANICS LTD.,INE102E01018,SSORGS, 5.79 ,,,,, 5.79 ,Small Cap,,
3680,KANUNGO FINANCIERS LIMITED,INE453S01015,KANUNGO, 5.79 ,,,,, 5.79 ,Small Cap,,
3681,MARYADA COMMERCIAL ENTERPRISES & INVESTMENT CO LTD,INE372W01019,,,,,MARYADACOM, 5.78 , 5.78 ,Small Cap,,
3682,DATAR SWITCHGEAR LTD.,NA,DATARSW-B, 5.76 ,,,,, 5.76 ,Small Cap,,
3683,LAYLA TEXTILE AND TRADERS LIMITED,INE914Q01010,LAYLA, 5.76 ,,,,, 5.76 ,Small Cap,,
3684,JDS FINANCE COMPANY LIMITED,INE751P01018,,,,,JDSFIN, 5.74 , 5.74 ,Small Cap,,
