name, bse_code, nse_code, industry, cmp, mcap, sales, np, pe, pe5, peg, p2bv, p2sales, ev2ebitda, ev, opm, d2e, dp, dp3, dy, roe3, roce3, cr, sales5, profit5, pledge, piotski, 
Larsen & Toubro, 500510, LT, Engineering - Turnkey Services, 1464.05, 23.81, 0, 0, 205445.10, 1.97, 14.64, 22.81, 26.40, 1.60, 26.80, 12.97, 1182.50, 17.19, 9162.93, 2.51, 1607.00, 140729.05, 318297.74, 62221.67, 61941.05, 4.81, 3.29, 
L & T Infotech, 540005, LTI, Computers - Software - Medium / Small, 1505.55, 4.86, 1, 1, 26186.12, 0.00, 34.09, 17.34, 17.75, 1.98, 31.52, 44.73, 1435.80, 19.67, 1510.30, 76.14, 1956.00, 9775.00, 25771.12, 4893.80, 4876.40, 33.42, 5.35, 
L&T Technology, 540115, LTTS, Computers - Software - Medium / Small, 1507.60, 10.33, 1, 0, 15682.37, 0.02, 31.17, 20.80, 22.28, 0.13, 30.57, 41.70, 1366.45, 19.14, 753.80, 108.05, 1820.00, 4883.60, 15533.37, 2435.90, 2415.10, 30.78, 6.44, 
Lupin, 500257, LUPIN, Pharmaceuticals - Indian - Bulk Drugs, 703.10, 0.85, 0, 0, 31825.65, 0.62, 9.05, 39.77, 50.87, -2.37, 46.84, 12.80, 697.20, 17.56, 706.84, 7.17, 914.90, 17280.63, 39334.60, 13742.25, 13651.73, 5.64, 2.32, 
Lux Industries, 539542, LUXIND, Textiles - Composite, 1197.45, 21.75, 0, 0, 3023.92, 0.44, 26.88, 29.27, 40.05, 1.11, 5.62, 25.64, 983.50, 14.79, 103.32, 8.89, 1647.00, 1208.72, 3202.87, 413.92, 408.62, 13.76, 7.31, 
M & M, 500520, M&M, Automobiles - Passenger Cars, 556.70, 10.78, 0, 0, 69208.53, 0.08, 14.15, 14.52, 19.82, 2.73, 21.26, 17.65, 502.55, 12.05, 5888.90, 56.79, 847.00, 53016.81, 68048.21, 34209.40, 33613.43, 12.25, 2.02, 
M & M Fin. Serv., 532720, M&MFIN, Finance & Investments, 322.05, 13.06, 0, 0, 19895.12, 4.84, 12.16, 14.67, 23.55, 1.23, 27.46, 10.32, 284.85, 68.41, 1356.44, 1.49, 484.00, 9182.85, 71783.56, 10908.03, 10785.05, 2.00, 1.82, 
Magma Fincorp, 524000, MAGMA, Finance & Investments, 49.35, 1.75, 0, 0, 1329.29, 4.79, 8.48, 5.39, 29.73, 0.36, 35.93, 10.05, 48.50, 61.74, 246.53, 1.30, 138.30, 2500.32, 13505.55, 2743.89, 2690.02, 1.31, 0.48, 
Bank of Maha, 532525, MAHABANK, Banks - Public Sector, 11.05, 3.27, 0, 0, 6435.64, 26.27, -29.70, , 17.83, , 0.00, 2.84, 10.70, 11.48, -3583.79, 0.41, 20.00, 10981.69, 148080.00, 8810.38, 2986.27, -1.57, 1.12, 
Mahindra CIE, 532756, MAHINDCIE, Castings & Forgings, 165.70, 22.65, 0, 0, 6280.21, 0.34, 10.17, 12.41, 41.84, 0.28, 0.00, 11.64, 135.10, 12.12, 506.12, 16.63, 272.00, 8272.50, 7711.19, 4507.45, 4128.45, 6.51, 1.39, 
Mahindra Life., 532313, MAHLIFE, Construction, 419.40, 19.18, 0, 0, 2154.01, 0.12, 5.65, 20.33, 16.09, 7.88, 26.77, 6.68, 351.90, 2.37, 105.93, 12.75, 447.90, 545.10, 2088.48, 1929.54, 1878.19, 4.24, 1.12, 
Mahindra Logis., 540768, MAHLOG, Miscellaneous, 357.20, 12.86, 0, 0, 2552.11, 0.06, 16.77, 31.79, 48.88, , 10.56, 25.07, 316.50, 3.95, 80.27, 20.89, 577.80, 3822.18, 2510.68, 498.22, 426.77, 14.65, 5.12, 
Mah. Scooters, 500266, MAHSCOOTER, Finance & Investments, 4454.20, 121.60, 0, 0, 5091.15, 0.00, 0.70, 70.26, 51.91, 7.41, 125.42, 0.72, 2010.00, -48.47, 72.46, , 4786.00, 12.77, 5085.44, 11323.22, 11311.79, 0.64, 0.45, 
Mah. Seamless, 500265, MAHSEAMLES, Steel - Large, 368.45, 2.92, 0, 0, 2468.60, 0.15, 7.84, 7.63, 17.95, 0.19, 19.53, 13.23, 358.00, 21.49, 253.44, 22.95, 532.00, 3138.73, 2897.38, 3186.20, 3152.70, 7.39, 0.77, 
Manappuram Fin., 531213, MANAPPURAM, Finance & Investments, 134.30, 102.72, 0, 0, 11325.01, 3.38, 21.77, 11.31, 10.94, 0.35, 20.41, 15.25, 66.25, 68.25, 1001.73, 2.09, 145.00, 4354.69, 25458.05, 4524.74, 4356.09, 5.00, 2.50, 
Marico, 531642, MARICO, Personal Care - Indian, 387.80, 37.06, 1, 0, 50062.82, 0.12, 35.86, 42.09, 44.00, 2.28, 59.57, 42.03, 282.95, 18.55, 1175.22, 45.14, 404.00, 7472.82, 49862.82, 3026.00, 2897.00, 31.92, 16.69, 
Maruti Suzuki, 532500, MARUTI, Automobiles - Passenger Cars, 6782.00, 24.53, 0, 0, 204870.66, 0.00, 15.48, 29.43, 26.66, 1.56, 31.44, 21.80, 5446.05, 11.62, 6960.80, 87.47, 7949.75, 83280.70, 204841.36, 46141.50, 45990.50, 15.03, 4.44, 
MAS FINANC SER, 540749, MASFIN, Finance & Investments, 718.95, 96.97, 0, 0, 3929.93, 2.46, 19.87, 23.88, 25.40, 0.65, 18.88, 17.66, 365.00, 83.87, 164.59, 1.89, 729.00, 645.46, 5793.21, 924.14, 869.48, 4.85, 4.25, 
Max India, 539981, MAXINDIA, Finance & Investments, 60.75, 12.29, 0, 0, 1632.14, 0.17, -4.13, , 0.00, , 0.00, -1.60, 54.10, -31.85, -86.27, -1.61, 89.90, 156.66, 1817.58, 1170.20, 1116.48, -2.56, 1.39, 
Multi Comm. Exc., 534091, MCX, Finance & Investments, 947.75, 47.28, 0, 0, 4833.53, 0.00, 9.96, 26.47, 35.38, 4.22, 70.06, 12.52, 643.50, 31.55, 182.62, 1988.70, 1030.50, 306.62, 4298.94, 1250.90, 1199.90, 8.51, 3.86, 
Meghmani Organ., 532865, MEGH, Pesticides / Agrochemicals - Indian, 51.35, 26.48, 0, 0, 1305.83, 0.71, 22.04, 5.09, 9.30, 0.08, 9.22, 27.28, 40.60, 24.94, 244.47, 9.69, 83.50, 2227.68, 1887.41, 1003.60, 978.17, 11.63, 1.30, 
Max Financial, 500271, MFSL, Finance & Investments, 420.65, 22.30, 0, 0, 11332.26, 0.00, 15.31, 43.14, 46.56, 3.26, 0.00, 28.35, 343.95, 2.60, 262.56, 18.62, 474.50, 19498.29, 10823.85, 2059.04, 2005.16, 0.70, 5.50, 
Mahanagar Gas, 539957, MGL, Miscellaneous, 902.50, 19.67, 1, 0, 8914.69, 0.00, 23.63, 15.15, 20.45, 1.17, 41.05, 36.06, 754.15, 32.48, 588.31, 552.42, 1067.25, 2929.22, 8615.85, 2398.87, 2300.09, 23.35, 3.72, 
Mahindra Holiday, 533088, MHRIL, Hotels, 219.95, 18.83, 0, 0, 2937.52, 0.00, 17.56, 43.02, 32.14, -6.08, 24.43, 28.65, 185.10, 13.05, 68.28, 26.87, 256.00, 934.30, 2910.28, 296.82, 163.92, 4.02, 9.90, 
Minda Corp, 538962, MINDACORP, Auto Ancillaries, 91.60, 39.85, 0, 0, 2081.36, 0.35, 17.01, 18.31, 38.02, 0.40, 13.77, 19.15, 65.50, 12.93, 116.94, 6.54, 156.60, 1434.80, 2153.26, 1132.54, 1087.10, 11.49, 2.40, 
Minda Inds., 532539, MINDAIND, Auto Ancillaries, 344.35, 34.35, 0, 0, 9029.44, 0.63, 22.39, 33.56, 26.26, 0.28, 9.51, 22.92, 256.30, 12.29, 269.05, 6.75, 392.75, 5918.02, 9998.98, 1704.16, 1651.72, 11.79, 5.30, 
Mindtree, 532819, MINDTREE, Computers - Software - Medium / Small, 720.90, 10.56, 1, 0, 11863.96, 0.00, 21.31, 17.23, 19.50, 1.52, 47.87, 27.00, 652.05, 14.10, 688.60, 69.47, 1099.00, 7216.20, 11607.76, 3353.30, 3188.80, 19.80, 3.54, 
MMTC, 513377, MMTC, Trading, 16.45, 3.13, 0, 0, 2467.50, 0.62, 3.17, 25.43, 131.16, -1.95, 56.42, 4.95, 15.95, 0.64, 91.22, 2.69, 32.95, 30777.70, 3334.22, 1489.25, 1339.25, 2.01, 1.66, 
MOIL, 533286, MOIL, Mining / Minerals / Metals, 139.20, 17.87, 0, 0, 3585.92, 0.00, 13.54, 7.95, 13.00, -5.52, 38.03, 20.65, 118.10, 40.49, 451.13, , 183.20, 1407.20, 1324.00, 3082.71, 2825.10, 13.58, 1.16, 
Monsanto India, 524084, MONSANTO, Pesticides / Agrochemicals - Multinational, 2232.65, 19.65, 1, 0, 3854.17, 0.00, 27.17, 23.84, 33.30, 7.20, 40.85, 29.39, 1865.97, 23.86, 161.65, 155.75, 2971.35, 695.78, 3835.97, 706.90, 689.64, 27.24, 5.45, 
Motherson Sumi, 517334, MOTHERSUMI, Auto Ancillaries, 104.05, 14.22, 0, 0, 32858.31, 1.05, 18.96, 21.20, 36.86, 1.32, 25.70, 19.79, 91.10, 7.92, 1550.08, 6.84, 179.30, 65539.95, 40845.61, 10962.69, 10646.90, 7.67, 3.00, 
Motil.Oswal.Fin., 532892, MOTILALOFS, Finance & Investments, 639.40, 33.10, 0, 0, 9415.42, 1.68, 18.72, 28.88, 28.83, 0.90, 28.01, 15.29, 480.40, 37.35, 326.01, 1.82, 855.90, 2535.77, 13841.29, 3053.47, 3038.87, 6.22, 3.08, 
Mphasis, 526299, MPHASIS, Computers - Software - Large, 937.45, 9.64, 0, 0, 17470.02, 0.10, 15.81, 16.18, 15.74, 0.57, 46.06, 20.17, 855.00, 17.28, 1079.75, 44.30, 1183.85, 7973.32, 17371.00, 5249.91, 5063.59, 14.69, 3.33, 
MRF, 500290, MRF, Tyres, 61863.40, 19.92, 0, 0, 26230.08, 0.18, 12.95, 23.75, 16.82, 6.44, 2.13, 17.78, 51586.30, 14.03, 1104.65, 7.42, 69900.00, 16444.87, 28037.52, 10653.30, 10649.06, 10.70, 2.46, 
M R P L, 500109, MRPL, Refineries, 48.30, 12.33, 0, 0, 8465.06, 0.85, 17.52, , 15.46, , 35.10, 17.13, 43.00, 0.70, -530.13, -0.49, 91.35, 57784.87, 17108.56, 10726.97, 8974.37, 9.75, 0.79, 
Muthoot Finance, 533398, MUTHOOTFIN, Finance & Investments, 672.80, 88.99, 0, 0, 26961.31, 1.99, 22.37, 13.41, 10.97, 0.66, 22.40, 16.48, 356.00, 78.20, 2010.61, 2.32, 699.00, 7102.69, 44618.06, 9743.16, 9342.46, 5.55, 2.77, 
Natco Pharma, 524816, NATCOPHARM, Pharmaceuticals - Indian - Bulk Drugs & Formln, 573.65, 19.51, 1, 0, 10426.78, 0.11, 25.42, 17.21, 32.04, 0.39, 21.27, 30.49, 480.00, 37.52, 606.00, 34.75, 801.20, 2048.20, 10533.58, 3488.90, 3452.50, 24.45, 2.99, 
Natl. Aluminium, 532234, NATIONALUM, Aluminium and Aluminium Products, 45.75, 23.98, 0, 0, 8535.20, 0.01, 9.67, 7.20, 13.94, 0.30, 74.98, 15.16, 36.90, 19.75, 1143.13, 564.00, 72.15, 10610.09, 5105.64, 10484.51, 9551.70, 9.32, 0.81, 
Info Edg.(India), 532777, NAUKRI, Miscellaneous, 2064.00, 57.48, 0, 0, 25246.06, 0.00, 4.67, 308.67, 165.10, -467.68, -68.37, 7.31, 1310.65, 0.76, 603.65, 12.91, 2443.90, 1150.93, 24986.55, 2542.59, 2420.58, 4.35, 9.93, 
Navin Fluo.Intl., 532504, NAVINFLUOR, Chemicals, 724.55, 27.11, 0, 0, 3583.92, 0.00, 16.62, 24.16, 18.69, 0.86, 25.60, 23.98, 570.00, 22.62, 148.36, 269.88, 824.90, 953.81, 3561.52, 1059.21, 1049.32, 16.17, 3.38, 
NBCC, 534309, NBCC, Construction, 34.70, 21.75, 1, 0, 6246.00, 0.00, 21.75, 18.02, 32.50, 2.31, 27.79, 32.79, 28.50, 3.29, 346.68, 227.16, 68.95, 9572.38, 1153.18, 1508.41, 1328.41, 18.78, 4.14, 
Nava Bharat Vent, 513023, NBVENTURES, Diversified - Medium / Small, 79.20, 2.52, 0, 0, 1395.64, 0.96, 6.65, 3.14, 9.91, 0.44, 13.10, 8.89, 77.25, 42.31, 445.18, 3.32, 130.00, 3160.94, 4819.77, 3837.27, 3801.71, 2.83, 0.37, 
NCC, 500294, NCC, Construction, 52.85, 9.19, 0, 0, 3174.42, 0.59, 7.81, 5.14, 133.65, 0.03, 40.46, 14.92, 48.40, 12.28, 549.96, 2.78, 119.20, 12729.49, 5504.11, 4595.37, 4475.24, 4.21, 0.69, 
NESCO, 505355, NESCO, Miscellaneous, 583.70, 44.64, 0, 0, 4112.75, 0.00, 18.90, 22.78, 18.24, 1.11, 9.36, 26.65, 403.55, 63.95, 180.55, 51.56, 601.80, 360.34, 4108.52, 1167.79, 1153.70, 17.85, 3.52, 
Nestle India, 500790, NESTLEIND, Food - Processing - MNC, 13681.55, 51.23, 1, 0, 131917.51, 0.01, 38.60, 78.10, 68.84, 10.12, 65.78, 60.93, 9047.05, 22.89, 1688.99, 23.38, 14300.00, 11840.43, 130358.97, 3994.84, 3898.42, 23.30, 33.02, 
Netwrk.18 Media, 532798, NETWORK18, Miscellaneous, 20.40, 17.58, 0, 0, 2135.77, 3.76, -18.33, , 47.31, , 0.00, -2.44, 17.35, 3.59, -300.33, 0.08, 46.70, 5237.06, 4991.94, 810.81, 293.13, -4.45, 2.63, 
Narayana Hrudaya, 539551, NH, Healthcare, 234.90, 29.53, 0, 0, 4800.44, 0.75, 6.55, 51.26, 134.29, 1.63, 11.51, 10.47, 181.35, 11.33, 93.65, 2.80, 263.45, 2985.95, 5513.19, 1082.69, 878.33, 4.08, 4.44, 
NHPC Ltd, 533098, NHPC, Power Generation And Supply, 22.05, 5.76, 0, 0, 22149.30, 0.65, 10.06, 7.98, 41.88, 0.45, 57.89, 9.84, 20.85, 55.47, 2774.12, 5.37, 27.50, 8440.38, 40814.46, 29214.73, 19169.70, 5.74, 0.76, 
New India Assura, 540769, NIACL, Miscellaneous, 106.10, 8.15, 0, 0, 17485.28, 0.00, -2.79, 78.51, 40.30, , 35.38, -2.45, 98.10, 0.54, 222.71, , 238.20, 27680.35, 7880.40, 15945.13, 15121.13, -1.14, 1.10, 
NIIT Tech., 532541, NIITTECH, Computers - Software - Medium / Small, 1349.65, 30.96, 1, 0, 8424.23, 0.01, 18.05, 20.54, 15.61, 1.65, 21.20, 25.60, 1030.60, 17.19, 410.00, 55.72, 1545.00, 3814.00, 7880.23, 2072.30, 2010.50, 15.61, 4.07, 
Nilkamal Ltd, 523385, NILKAMAL, Plastics Products, 1213.10, 36.33, 0, 0, 1809.95, 0.07, 15.57, 16.37, 16.97, 0.72, 15.95, 22.30, 889.85, 9.86, 110.55, 9.84, 1690.00, 2258.05, 1861.42, 884.38, 869.46, 13.21, 2.05, 
NLC India, 513683, NLCINDIA, Power Generation And Supply, 56.05, 14.27, 0, 0, 7772.10, 1.05, 18.89, 6.01, 14.93, -1.75, 44.72, 15.39, 49.05, 23.25, 1270.38, 5.57, 85.50, 7125.57, 20621.25, 12511.33, 11124.69, 10.61, 0.62, 
NMDC, 526371, NMDC, Mining / Minerals / Metals, 96.40, 28.88, 0, 0, 29516.23, 0.01, 14.66, 6.09, 12.11, -0.97, 45.03, 23.16, 74.80, 56.74, 4846.12, 186.14, 120.55, 12994.42, 25272.66, 25951.53, 25645.34, 14.10, 1.14, 
NOCIL, 500730, NOCIL, Chemicals, 101.95, 37.96, 0, 0, 1688.26, 0.00, 16.36, 10.17, 13.50, 0.21, 25.75, 24.45, 73.90, 26.55, 165.95, 369.69, 183.00, 1004.40, 1649.36, 1153.09, 987.64, 15.64, 1.46, 
NTPC, 532555, NTPC, Power Generation And Supply, 117.05, 9.73, 0, 0, 115815.79, 1.33, 11.49, 9.84, 12.05, 6.52, 44.67, 8.25, 106.67, 18.40, 11764.54, 2.54, 145.85, 91796.42, 256604.83, 107408.17, 97513.61, 5.19, 1.08, 
Oberoi Realty, 533273, OBEROIRLTY, Construction, 490.40, 39.58, 0, 0, 17831.05, 0.20, 8.80, 27.03, 27.91, 1.28, 13.88, 10.80, 351.35, 40.43, 659.59, 25.51, 641.70, 2297.49, 18991.58, 8029.17, 7665.57, 7.08, 2.22, 
Oracle Fin.Serv., 532466, OFSS, Computers - Software - Large, 3080.15, 16.06, 1, 0, 26440.08, 0.00, 30.10, 19.42, 47.12, 49.79, 70.50, 46.35, 2654.00, 43.75, 1361.44, 817.52, 4118.00, 4889.15, 23612.12, 4936.52, 4893.62, 29.28, 5.36, 
Oil India, 533106, OIL, Oil Drilling / Allied Services, 143.00, 2.40, 0, 0, 15506.99, 0.42, 10.06, 4.60, 10.45, 2.47, 53.07, 11.86, 139.65, 39.57, 2511.72, 10.81, 224.00, 13717.86, 20995.09, 27745.19, 26660.78, 7.32, 0.56, 
Omaxe, 532880, OMAXE, Construction, 190.60, 2.86, 0, 0, 3486.07, 1.15, 3.94, 61.83, 43.74, -6.50, 17.97, 7.38, 185.30, 12.37, 56.38, 1.93, 222.65, 1346.04, 5045.45, 1515.21, 1332.31, 1.84, 2.04, 
O N G C, 500312, ONGC, Oil Drilling / Allied Services, 128.20, 10.95, 0, 0, 161279.18, 0.11, 11.46, 6.09, 12.17, 1.51, 43.19, 16.55, 115.55, 45.78, 26476.16, 17.49, 183.50, 108996.46, 182368.69, 202992.55, 196702.40, 9.66, 0.79, 
Oriental Bank, 500315, ORIENTBANK, Banks - Public Sector, 58.95, 1.64, 0, 0, 8077.38, 13.06, -16.14, 14.40, 82.25, -0.32, 0.00, 3.79, 58.00, 40.14, 560.88, 0.80, 119.00, 18524.20, 238366.04, 18901.24, 17531.03, -0.97, 0.43, 
Orient Cement, 535754, ORIENTCEM, Cement - South India, 88.80, 43.46, 0, 0, 1819.51, 1.22, 1.99, 20.81, 36.36, -1.48, 11.72, 6.62, 61.90, 14.64, 87.43, 2.12, 125.00, 2570.05, 3080.53, 1053.51, 1033.02, 0.85, 1.73, 
Orient Electric, 541301, ORIENTELEC, Domestic Appliances, 163.45, 45.42, , 0, 3468.17, 0.44, , 45.56, 46.62, , 21.25, , 112.40, 7.94, 76.13, 5.74, 173.70, 1999.52, 3571.50, 306.58, 285.36, 343.11, 11.31, 
Page Industries, 532827, PAGEIND, Textiles - Products, 22022.75, 28.48, 1, 0, 24555.37, 0.11, 46.08, 64.59, 67.99, 3.17, 60.03, 64.61, 17140.70, 21.39, 380.17, 29.87, 34000.00, 2871.90, 24596.10, 774.99, 763.84, 40.61, 31.68, 
Parag Milk Foods, 539889, PARAGMILK, Food - Processing - Indian, 155.95, 19.27, 0, 0, 1311.77, 0.29, 9.62, 10.93, 147.42, 0.22, 34.10, 14.24, 130.75, 8.91, 119.97, 5.21, 279.00, 2475.97, 1540.00, 751.65, 742.71, 5.99, 1.59, 
PC Jeweller, 534809, PCJEWELLER, Diamond Cutting / Jewellery, 30.60, 26.71, 0, 0, 1208.71, 0.54, 8.90, , 698.04, , 2.65, 17.06, 24.15, 3.44, 0.61, 1.03, 167.60, 8672.11, 3007.69, 3920.66, 3526.01, 7.12, 0.31, 
Piramal Enterp., 500302, PEL, Pharmaceuticals - Indian - Bulk Drugs & Formln, 1668.75, 5.02, 0, 0, 33190.41, 2.34, 14.63, 16.60, 18.91, 0.41, 24.26, 9.13, 1589.00, 55.82, 1992.92, 1.54, 2795.95, 13819.10, 88296.16, 23896.20, 23856.43, 4.80, 1.22, 
Persistent Sys, 533179, PERSISTENT, Computers - Software - Medium / Small, 561.00, 19.68, 0, 0, 4318.29, 0.00, 15.55, 12.45, 19.76, 2.17, 24.46, 20.92, 468.75, 15.78, 346.80, 225.16, 763.00, 3363.77, 3647.58, 2341.99, 2265.56, 15.49, 1.84, 
Petronet LNG, 532522, PETRONET, Miscellaneous, 258.65, 27.16, 1, 0, 38797.50, 0.07, 22.71, 18.23, 17.21, 0.73, 41.35, 28.96, 203.40, 8.94, 2128.73, 19.71, 302.00, 37839.72, 36570.62, 10066.07, 8566.07, 16.72, 3.85, 
Power Fin.Corpn., 532810, PFC, Finance - Term-Lending Institutions, 95.80, 32.60, 0, 0, 25291.98, 6.82, 11.92, 3.64, 7.18, 0.71, 36.34, 9.14, 72.25, 100.22, 6939.81, 1.47, 138.80, 30069.57, 306375.69, 43287.99, 40647.91, 1.61, 0.58, 
Pfizer, 500680, PFIZER, Pharmaceuticals - Multinational, 3259.15, 30.89, 0, 0, 14909.87, 0.00, 13.56, 33.13, 65.12, 2.31, 25.52, 20.76, 2490.00, 28.45, 450.02, 212.81, 3488.00, 2113.59, 12998.03, 3011.34, 2965.59, 13.20, 4.95, 
P & G Hygiene, 500459, PGHH, Personal Care - Multinational, 11989.40, 37.59, 1, 0, 38918.47, 0.00, 38.86, 92.86, 59.69, 7.25, 118.04, 60.40, 8714.00, 20.68, 419.13, 111.83, 12401.00, 2946.50, 38518.88, 909.06, 876.60, 40.52, 42.81, 
Proc. Gam. Heal., 500126, PGHL, Pharmaceuticals - Multinational, 4537.95, 78.08, 1, 0, 7533.00, 0.00, 40.36, 8.84, 20.76, 0.12, 45.56, 45.42, 2548.20, 19.91, 852.46, , 5120.80, 895.20, 6289.58, 743.80, 727.20, 31.62, 10.13, 
Phillips Carbon, 506590, PHILIPCARB, Chemicals, 115.15, 8.84, 0, 0, 1984.47, 0.48, 17.98, 5.58, 19.59, 0.12, 21.09, 18.39, 105.80, 15.83, 355.64, 12.74, 237.00, 3658.66, 2702.08, 1648.07, 1613.60, 10.79, 1.20, 
Phoenix Mills, 503100, PHOENIXLTD, Construction, 695.30, 42.19, 0, 0, 10662.33, 1.22, 9.96, 23.40, 56.68, 0.89, 16.41, 11.43, 489.00, 49.95, 496.24, 2.74, 767.45, 2183.44, 14714.08, 3474.13, 3443.46, 3.51, 3.07, 
Pidilite Inds., 500331, PIDILITIND, Chemicals, 1439.25, 60.81, 1, 0, 73111.01, 0.03, 26.42, 73.76, 50.06, 4.58, 31.89, 37.37, 895.00, 19.66, 979.13, 55.28, 1494.90, 7261.48, 73033.32, 4148.09, 4097.29, 24.27, 17.63, 
P I Inds., 523642, PIIND, Pesticides / Agrochemicals - Indian, 1258.75, 86.32, 1, 0, 17374.61, 0.02, 23.27, 40.70, 29.33, 2.47, 13.54, 27.29, 675.60, 20.29, 426.90, 83.62, 1342.00, 2989.40, 17340.91, 2274.70, 2260.90, 22.19, 7.64, 
Punjab Natl.Bank, 532461, PNB, Banks - Public Sector, 58.70, 4.17, 0, 0, 27025.76, 15.97, -16.81, , 13.80, , 0.00, 3.09, 56.35, 28.98, -8016.85, 0.64, 99.90, 51283.52, 667093.78, 44787.13, 43866.32, -0.94, 0.60, 
PNB Housing, 540173, PNBHOUSING, Finance - Housing, 588.55, 6.05, 0, 0, 9894.98, 9.66, 14.45, 8.15, 25.54, 0.15, 16.91, 9.65, 555.00, 89.80, 1214.58, 1.31, 1039.70, 8166.60, 77727.75, 7435.60, 7267.54, 1.55, 1.33, 
PNC Infratech, 539150, PNCINFRA, Construction, 186.25, 50.81, 0, 0, 4778.04, 0.18, 14.33, 14.81, 25.55, 0.44, 5.06, 14.52, 123.50, 13.78, 322.54, 6.20, 219.40, 3683.13, 4843.35, 2115.20, 2063.89, 11.67, 2.26, 
Polycab India, 542652, POLYCAB, Cables - Power, 676.65, 28.87, 0, 0, 10058.13, 0.09, 16.32, 18.12, 0.00, 0.43, 4.84, 22.08, 525.05, 11.64, 555.12, 10.22, 710.95, 8154.12, 10000.69, 2856.39, 2707.74, 12.03, 3.53, 
Power Grid Corpn, 532898, POWERGRID, Power Generation And Supply, 196.50, 13.91, 0, 0, 102800.74, 2.48, 17.26, 10.15, 12.98, 0.45, 35.81, 10.79, 172.50, 71.32, 10123.64, 1.84, 216.25, 34786.52, 244555.06, 59017.14, 53785.55, 4.76, 1.74, 
Prestige Estates, 533274, PRESTIGE, Construction, 284.40, 74.48, 0, 0, 10665.00, 2.01, 7.28, 27.31, 24.17, 14.84, 14.21, 9.88, 163.00, 29.15, 414.70, 1.78, 317.05, 5918.10, 18439.60, 4226.60, 3851.60, 2.80, 2.52, 
Prism Johnson, 500338, PRSMJOHNSN, Cement - North India, 79.95, 28.64, 0, 0, 4024.36, 1.29, 7.94, 27.28, 248.07, 0.91, 5.75, 11.84, 62.15, 9.37, 141.34, 2.37, 104.00, 5965.54, 5436.81, 1142.11, 638.75, 2.76, 3.52, 
PTC India, 532524, PTC, Trading, 54.60, 3.02, 0, 0, 1616.21, 3.36, 9.12, 3.80, 7.71, 1.07, 36.16, 10.75, 53.00, 12.83, 425.28, 1.60, 94.10, 15144.59, 14728.06, 3961.93, 3665.92, 2.25, 0.41, 
PVR, 532689, PVR, Entertainment / Electronic Media Software, 1826.75, 66.23, 0, 0, 8837.28, 1.03, 13.08, 59.97, 76.46, 2.08, 7.45, 16.46, 1098.90, 22.22, 147.35, 2.03, 1898.00, 3269.68, 10085.53, 1239.52, 1192.75, 6.60, 7.13, 
Quess Corp, 539978, QUESS, Diversified - Large, 455.05, 18.03, 0, 0, 6648.46, 0.30, 13.28, 25.98, 54.14, 0.36, 0.00, 12.55, 385.55, 5.54, 255.89, 3.29, 896.65, 8953.36, 6894.15, 2725.60, 2579.50, 8.35, 2.57, 
Radico Khaitan, 532497, RADICO, Breweries & Distilleries, 302.80, 16.44, 0, 0, 4039.63, 0.26, 11.88, 20.67, 25.03, 0.99, 10.87, 14.38, 260.05, 16.26, 195.46, 10.25, 454.00, 2204.14, 4358.98, 1314.94, 1288.26, 7.42, 3.07, 
Rain Industries, 500339, RAIN, Trading, 90.95, 18.04, 0, 0, 3059.10, 1.54, 16.06, 13.29, 9.09, 1.57, 8.72, 13.35, 77.05, 10.40, 230.15, 2.02, 202.00, 13474.72, 9642.12, 4830.55, 4763.28, 4.78, 0.63, 
Rajesh Exports, 531500, RAJESHEXPO, Diamond Cutting / Jewellery, 673.65, 24.28, 0, 0, 19892.88, 0.70, 19.58, 16.64, 13.38, 0.57, 2.41, 13.82, 542.05, 0.91, 1195.18, 5.24, 784.80, 172455.35, 11027.87, 8840.05, 8810.52, 9.60, 2.25, 
Rallis India, 500355, RALLIS, Pesticides / Agrochemicals - Indian, 169.75, 22.03, 0, 0, 3301.11, 0.06, 14.75, 19.60, 23.76, 46.67, 28.28, 19.62, 139.10, 12.42, 168.39, 40.12, 199.00, 2034.10, 3328.20, 1285.93, 1266.48, 13.99, 2.57, 
The Ramco Cement, 500260, RAMCOCEM, Cement - South India, 734.75, 34.50, 0, 0, 17309.00, 0.36, 14.79, 30.21, 29.53, 0.93, 12.56, 16.06, 546.30, 21.57, 572.88, 16.55, 845.10, 5310.29, 18834.94, 4460.11, 4436.55, 10.72, 3.88, 
Ratnamani Metals, 520111, RATNAMANI, Steel - Medium / Small, 947.45, 28.74, 0, 0, 4427.24, 0.04, 14.53, 17.16, 18.14, 1.45, 17.64, 21.39, 735.95, 15.33, 257.99, 28.47, 1035.00, 2733.22, 4350.99, 1521.88, 1512.53, 13.85, 2.91, 
Raymond, 500330, RAYMOND, Textiles - Products, 564.10, 5.82, 0, 0, 3462.49, 1.26, 6.11, 22.35, 49.34, 1.88, 18.23, 9.22, 533.10, 9.02, 153.11, 1.97, 885.00, 6766.74, 5804.22, 1953.79, 1892.41, 2.53, 1.77, 
RBL Bank, 540065, RBLBANK, Banks - Private Sector, 299.35, 17.12, 0, 0, 12885.64, 9.30, 11.96, 13.65, 35.60, 0.24, 14.10, 7.26, 255.60, 57.05, 943.96, 1.34, 716.55, 6959.15, 76510.02, 7548.32, 7120.61, 1.17, 1.71, 
